X,Y,f_H_train
0.54,0.32,0.017818336416763565
0.84,0.74,0.5620427575174809
0.54,0.58,0.019668443988416183
0.08,1.0,0.009902103350805753
0.96,0.8,0.7642121044869054
0.4,0.6,0.01210633787416183
0.66,0.98,0.2851853395664744
0.12,0.04,0.9238775593039813
0.16,0.88,0.00992283875896936
0.92,0.32,0.01107701640006531
1.0,0.54,0.07059243162992812
0.6,0.56,0.02621059621946103
0.1,0.4,0.1735631506320434
0.68,0.02,0.010943604058437912
0.34,0.32,0.12874629445006103
0.64,0.8200000000000001,0.235284816976322
0.36,0.6,0.012106731284877655
0.24,0.6,0.014435562180406007
0.32,0.68,0.010801123760840414
0.2,0.88,0.009959517727370693
0.42,0.8200000000000001,0.01859165933065029
0.78,0.52,0.05124258966822555
0.14,0.04,0.9022032501618179
0.48,0.34,0.027378987402301897
0.26,0.08,0.5985351364324609
0.36,0.16,0.2482663662687356
0.3,0.14,0.4407702792794399
0.46,0.08,0.08343907920300316
0.8,0.18,0.00997461992967236
0.1,0.98,0.009903433147500097
0.9,0.7000000000000001,0.45478107318632066
0.56,0.84,0.10116953812200104
0.8,0.52,0.055044094129333164
0.2,0.1,0.8205254714333114
0.96,0.06,0.009901888289831387
0.72,0.52,0.038755371222162306
0.76,0.7000000000000001,0.31050836478945754
0.32,0.5,0.025279047317722198
0.9,0.1,0.009906309079661557
0.76,0.1,0.010065658259742023
0.98,0.2,0.009949300642966657
0.12,0.62,0.014302796776665724
0.56,0.2,0.02167923772842872
0.66,0.64,0.09085417286290418
0.58,0.46,0.013298650616255923
0.38,0.2,0.17888526759407952
0.58,0.08,0.019695370849394413
0.2,0.34,0.2660616754914905
0.24,0.98,0.01004435670879015
0.46,0.3,0.04322447922628444
0.04,0.5,0.04745580378774786
0.96,0.98,0.8205254712818083
0.86,0.1,0.009913011131692894
0.0,0.08,0.8140663452021898
0.08,0.46,0.08343907920300316
0.62,0.34,0.011692480837406543
0.42,0.58,0.012447934105128193
0.38,0.44,0.030411635599246985
0.8200000000000001,0.14,0.009939350969038611
0.34,0.72,0.011022280674143776
0.02,0.52,0.03548070678472169
0.8,0.8,0.673584158276534
0.1,0.88,0.009908696468959737
0.88,0.4,0.016519770945112075
0.08,0.2,0.8140663452813448
0.98,0.12,0.009905551382061766
0.9400000000000001,0.72,0.5115019000030652
0.02,0.42,0.12227175420956696
0.44,0.6,0.012938633302901145
0.2,1.0,0.009945867322403861
0.4,0.58,0.012393380549537012
0.38,0.74,0.012616599834932454
0.72,0.28,0.010375553847701889
0.36,0.14,0.25799422281759976
0.74,0.76,0.4108382039680829
0.96,0.32,0.011003731682141598
0.56,0.08,0.024165928395940478
0.6,0.14,0.016363551745069118
0.34,0.16,0.3010411213754345
1.0,0.42,0.01798419351731321
0.52,0.98,0.058412552102159544
0.22,0.98,0.009984876124820604
0.28,0.22,0.3982113160739344
0.58,0.8,0.11446599336477692
0.3,0.0,0.374137967142668
0.04,0.14,0.9022032501618179
0.18,0.6,0.01577569403950044
0.58,0.08,0.019695370849394413
0.34,0.0,0.266061571983096
0.88,0.02,0.009905551382061766
0.68,0.52,0.030878653534974026
0.74,0.02,0.010142137683457331
0.42,0.24,0.09620035291264419
1.0,0.56,0.09020369234436297
0.92,0.78,0.7463241483977257
0.42,0.6,0.012393380549537012
0.44,0.22,0.08344043424496717
0.72,0.08,0.010351730916338175
0.58,0.58,0.026473651111051925
0.42,0.38,0.036568867034519933
0.22,0.22,0.5664776129324919
0.8200000000000001,0.44,0.022555794995597785
0.56,0.0,0.021673807954836852
