X,Y,f_H_train
0.34,0.48,0.5168155905215209
0.02,0.3,0.8024317471655875
0.44,0.36,0.5442855663278118
0.88,0.36,0.2734239444913368
0.22,0.04,0.9140138594488969
0.08,0.88,0.004069442637149005
0.06,0.14,0.9839111809354735
0.8,0.84,0.9323871001927363
0.64,0.92,0.7268216909369023
0.54,0.06,0.4361983436320627
0.34,0.48,0.5168155905215209
0.68,0.8200000000000001,0.7720995918411635
0.92,0.88,0.9959305573628511
0.24,0.62,0.3418303371753277
0.0,0.64,0.2937609456287935
0.98,0.36,0.2862281357750991
0.3,0.72,0.2736072404211512
0.52,0.68,0.518859011155136
0.04,0.34,0.7508465290035897
0.8,0.42,0.3832671052155213
0.88,0.32,0.2100027912289889
0.16,0.56,0.40641478748226123
0.68,0.08,0.20968839971747333
0.3,0.9400000000000001,0.18282895773631594
0.24,0.0,0.8671857385821794
0.7000000000000001,1.0,0.7917747748208913
0.26,0.0,0.8437348258334012
0.92,0.52,0.5322512066689028
0.02,0.44,0.591355567657205
0.84,0.62,0.6877384900821908
0.68,0.98,0.7736089822016805
0.02,0.8,0.07791441699966246
0.98,0.7000000000000001,0.8024317471655875
1.0,0.68,0.7639676552447346
0.74,0.96,0.8663428424550654
0.9400000000000001,0.74,0.8736537301376737
0.9400000000000001,0.8,0.9426563201097847
0.26,0.06,0.8736537301376737
0.78,0.44,0.41658541405094285
0.68,0.04,0.21867074887132928
0.38,0.1,0.6951436533598361
0.24,0.84,0.11011399073675084
0.8200000000000001,0.34,0.2573830738083058
0.3,0.78,0.22385679806262165
0.28,0.0,0.8184775922721355
0.8,0.92,0.947852040788223
0.92,0.72,0.8502616234588608
0.98,0.34,0.2560372296370076
0.56,0.54,0.5126031022870926
0.58,0.56,0.5252654918737092
0.1,0.96,0.01718447895220161
0.34,0.02,0.7439627703629924
0.1,0.6,0.33748764585764407
0.18,0.44,0.5908515958500964
0.2,0.58,0.38326710521552154
0.98,0.6,0.6526205662301484
0.72,0.42,0.40870410422535447
0.8,0.22,0.11460373960839022
0.24,0.0,0.8671857385821794
0.68,0.7000000000000001,0.6876438636830348
0.14,0.74,0.12719707191738436
0.56,0.34,0.4494600026640525
0.74,0.6,0.6233084587284445
0.28,0.8200000000000001,0.17171120724067188
0.46,0.6,0.4789449876275731
0.38,0.0,0.6768078220385381
0.44,0.4,0.5316172955373709
0.18,0.02,0.938551804191007
0.04,0.46,0.5625533167795742
0.7000000000000001,0.92,0.820893867552799
0.32,0.32,0.6697607709503981
0.86,0.78,0.9213145752622829
0.66,0.5,0.5
0.26,0.12,0.8776301303152344
0.68,0.12,0.2100027912289889
0.6,0.7000000000000001,0.6046687593896602
0.88,0.8200000000000001,0.9648195322152766
0.06,0.96,0.024474235136900776
0.74,0.72,0.7667094022488704
0.06,0.44,0.5958078670046556
0.7000000000000001,0.5,0.5
0.24,0.52,0.4737666346526131
0.36,0.72,0.33997578721227206
