X,Y,f_S_train
0.04,0.44,0.10116929156635747
0.96,0.96,0.8672155722966945
0.4,0.66,0.01231804792022179
0.22,0.96,0.009989848447279629
0.26,0.84,0.01016631535353109
0.4,0.36,0.05226348745461442
0.8200000000000001,0.96,0.8205254712934557
0.86,0.04,0.009910063481109876
0.9400000000000001,0.96,0.9022032501585091
0.28,0.58,0.01512385692731197
0.4,0.52,0.01507805793661618
0.9400000000000001,0.86,0.9386188022477174
0.22,0.36,0.20196059829034188
0.28,0.9,0.010356028387772321
0.9,0.12,0.009908696468959737
0.9400000000000001,0.78,0.7288603923100233
0.8,0.0,0.009945867322403861
0.8,0.46,0.026779477923642568
0.86,0.46,0.029863048679369772
0.5,0.16,0.047456495788956735
0.04,0.4,0.16219366205026553
0.78,0.2,0.010020072498856964
1.0,0.34,0.011431693414498158
1.0,0.16,0.009915131611182898
0.72,0.22,0.010290928304782797
0.58,0.66,0.050278110702267016
0.62,0.96,0.20196032037356515
0.74,0.12,0.01017585841419185
0.54,0.3,0.019217121526117622
0.86,0.58,0.13359423502950318
0.72,0.7000000000000001,0.24261398614961563
0.76,0.0,0.010034331625259546
0.2,0.68,0.010891952916653458
0.96,0.22,0.009989848447279629
0.22,1.0,0.009978977047726397
0.8200000000000001,0.96,0.8205254712934557
0.24,0.58,0.016593099659522423
1.0,0.76,0.5576432389641515
0.8200000000000001,0.88,0.874101597674334
0.04,0.26,0.5620427528173626
0.04,0.6,0.016108694727408807
0.58,0.44,0.012733744145167302
0.8200000000000001,0.7000000000000001,0.4013302381797084
0.5,0.2,0.042945926633123646
0.02,0.1,0.8810429318727656
0.36,0.18,0.2352848169763219
0.72,0.14,0.010345288862425004
0.46,0.92,0.030347313874649146
0.42,0.74,0.015853056700096246
0.32,0.98,0.010943604058437912
0.62,0.02,0.013804113621656107
0.22,0.68,0.010825583212947857
0.76,0.64,0.1829901788929631
0.66,0.64,0.09085417286290418
0.42,0.98,0.018587670227522238
0.32,0.12,0.3829854087805841
0.16,0.22,0.7006695867262283
0.26,0.9,0.010176598808311147
0.76,0.68,0.2640206563635534
0.48,0.24,0.04716133293214081
0.48,0.54,0.013225283428680016
0.98,0.36,0.012455258974751464
0.7000000000000001,0.08,0.010634788689100814
0.8200000000000001,0.86,0.8536076902730684
0.24,0.9,0.010065658259742023
0.56,0.02,0.022552731469948458
0.5,0.3,0.02806527201638207
0.1,0.46,0.08402977150803251
0.1,0.08,0.992110805587376
0.24,0.4,0.12048922294056409
0.56,0.8200000000000001,0.09619917966159215
0.96,0.98,0.8205254712818083
0.1,0.88,0.009908696468959737
0.46,0.18,0.07512402870714929
0.26,0.78,0.0101635088999689
0.88,0.64,0.2640204763810947
0.44,0.56,0.012749797252838674
0.56,0.72,0.06121329849908423
0.78,1.0,0.6176760548179082
0.8,0.3,0.010530712366706553
0.72,0.1,0.010356028387772321
0.5,0.8,0.042945926633123646
0.26,0.24,0.4108382039680831
0.66,0.78,0.2444829965952997
0.52,0.44,0.013581644115561895
0.48,0.96,0.036954057551187865
0.02,0.18,0.7763781535193958
0.6,0.48,0.01507805793661618
0.16,0.7000000000000001,0.010596480645988924
0.18,0.04,0.8205254712934554
0.32,0.24,0.2640206563635534
0.86,0.98,0.8536076899756686
0.04,0.8,0.009952236057515444
0.36,0.2,0.21962767024944096
0.9,0.16,0.009920735194087295
0.66,0.1,0.011771456663567586
0.44,0.62,0.01333788761612478
0.8,0.66,0.2660616754914906
0.3,0.52,0.023005284176879796
0.68,0.9400000000000001,0.37413796795557336
0.34,0.14,0.31292276544744857
0.08,0.1,0.992110805587376
0.9,0.14,0.009913011131692894
0.66,0.18,0.011555779853104547
0.04,0.38,0.20196032037356507
0.7000000000000001,0.52,0.03469680477651596
0.98,0.68,0.34079716368762075
0.34,0.06,0.3129227488564649
0.84,0.88,0.923877559392158
0.58,0.0,0.017984193517313216
0.74,0.24,0.010183731850888764
0.32,0.46,0.03808276792076658
0.52,0.9,0.06503704581373314
0.86,0.74,0.5845760941823057
0.54,0.2,0.026779477923642547
0.24,0.64,0.011904693482227167
0.9400000000000001,0.46,0.029862390906694403
0.98,0.38,0.013804113621656107
0.52,0.22,0.031703865939196725
0.56,0.78,0.08344043424496717
0.62,0.32,0.011832951315552105
0.28,0.48,0.038755371222162306
0.34,0.34,0.10877429814504558
0.36,0.76,0.011904693482227167
0.56,0.48,0.013581644115561894
0.56,0.7000000000000001,0.0539827155916584
0.86,0.06,0.009910776793267214
0.26,0.72,0.010316165350297505
0.62,0.0,0.013532939804683355
0.2,0.18,0.7231316630408896
0.22,0.7000000000000001,0.01049790523364589
0.12,0.28,0.5236859511626126
0.46,0.66,0.016553862747051337
0.48,0.2,0.05504409412933314
0.8200000000000001,1.0,0.7231316613186034
0.0,0.08,0.8140663452021898
0.5,0.62,0.018494899639973368
0.34,0.34,0.10877429814504558
0.22,0.5,0.04016407496444759
0.96,0.68,0.35985602557311697
0.32,0.56,0.01548018487466606
0.08,0.24,0.6735841554674471
0.24,0.8,0.01007136788542735
0.48,0.08,0.06459767820892556
0.4,0.8200000000000001,0.01577569403950044
0.28,0.0,0.43393121965272513
0.14,0.68,0.011052210725332998
0.18,0.98,0.009928378873643694
0.58,0.96,0.12874406021830131
0.98,0.38,0.013804113621656107
0.62,0.88,0.21465401325145686
0.8,0.64,0.21962767024944096
0.8200000000000001,0.12,0.009936230015273651
0.48,0.64,0.017584309903097558
0.28,0.64,0.01153686374958505
0.7000000000000001,0.12,0.010636456944772166
0.1,0.76,0.010065658259742023
0.22,0.32,0.2918722012856106
0.42,0.32,0.05842436389345466
0.6,0.64,0.05226348745461442
0.3,0.64,0.011396568955191632
0.06,0.02,0.8536076899740188
0.1,0.64,0.01280472478663363
0.42,0.68,0.013803892717216099
0.58,0.34,0.013261939202197722
0.8200000000000001,0.46,0.02803747012331017
0.2,0.52,0.03370674425898254
0.5,0.66,0.022730549119376147
0.28,0.86,0.010345288862425004
0.18,0.16,0.8205254718268934
0.52,0.32,0.02100992823300876
0.96,0.38,0.01402896976068953
